starttime	seconds	ctime	dtime	ttime	wait
Fri Jan 19 20:25:41 2018	1516393541	55	63	117	62
Fri Jan 19 20:25:33 2018	1516393533	52	65	117	65
Fri Jan 19 20:26:08 2018	1516393568	55	63	118	60
Fri Jan 19 20:25:57 2018	1516393557	53	65	118	63
Fri Jan 19 20:26:13 2018	1516393573	55	63	118	59
Fri Jan 19 20:25:48 2018	1516393548	60	58	118	55
Fri Jan 19 20:25:37 2018	1516393537	62	56	118	55
Fri Jan 19 20:25:39 2018	1516393539	56	61	118	61
Fri Jan 19 20:25:59 2018	1516393559	56	62	118	62
Fri Jan 19 20:26:11 2018	1516393571	57	61	118	61
Fri Jan 19 20:26:16 2018	1516393576	53	66	119	65
Fri Jan 19 20:26:08 2018	1516393568	57	61	119	61
Fri Jan 19 20:26:00 2018	1516393560	50	68	119	68
Fri Jan 19 20:26:16 2018	1516393576	55	64	119	64
Fri Jan 19 20:25:52 2018	1516393552	54	65	120	65
Fri Jan 19 20:25:49 2018	1516393549	57	63	120	63
Fri Jan 19 20:26:00 2018	1516393560	54	66	120	66
Fri Jan 19 20:25:41 2018	1516393541	61	59	120	58
Fri Jan 19 20:25:59 2018	1516393559	56	64	120	64
Fri Jan 19 20:25:58 2018	1516393558	56	64	120	64
Fri Jan 19 20:25:40 2018	1516393540	56	65	120	65
Fri Jan 19 20:25:57 2018	1516393557	59	61	121	61
Fri Jan 19 20:25:48 2018	1516393548	59	62	121	61
Fri Jan 19 20:25:59 2018	1516393559	57	64	121	64
Fri Jan 19 20:26:09 2018	1516393569	55	66	121	65
Fri Jan 19 20:26:19 2018	1516393579	56	65	121	65
Fri Jan 19 20:25:57 2018	1516393557	57	64	121	64
Fri Jan 19 20:25:59 2018	1516393559	54	67	121	65
Fri Jan 19 20:25:59 2018	1516393559	62	59	121	59
Fri Jan 19 20:25:43 2018	1516393543	59	63	122	62
Fri Jan 19 20:25:39 2018	1516393539	55	66	122	66
Fri Jan 19 20:26:12 2018	1516393572	52	69	122	69
Fri Jan 19 20:26:10 2018	1516393570	54	67	122	66
Fri Jan 19 20:25:56 2018	1516393556	54	68	122	68
Fri Jan 19 20:26:03 2018	1516393563	56	66	122	66
Fri Jan 19 20:26:19 2018	1516393579	59	63	122	63
Fri Jan 19 20:25:57 2018	1516393557	53	69	122	69
Fri Jan 19 20:26:10 2018	1516393570	58	64	122	64
Fri Jan 19 20:25:41 2018	1516393541	57	66	122	65
Fri Jan 19 20:25:39 2018	1516393539	56	66	122	66
Fri Jan 19 20:25:41 2018	1516393541	59	63	122	60
Fri Jan 19 20:26:18 2018	1516393578	56	67	123	67
Fri Jan 19 20:26:02 2018	1516393562	56	67	123	67
Fri Jan 19 20:25:52 2018	1516393552	57	66	123	66
Fri Jan 19 20:26:18 2018	1516393578	55	68	123	68
Fri Jan 19 20:25:43 2018	1516393543	58	65	123	65
Fri Jan 19 20:25:39 2018	1516393539	58	65	123	64
Fri Jan 19 20:26:18 2018	1516393578	55	68	123	68
Fri Jan 19 20:25:34 2018	1516393534	66	57	123	57
