starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 20 08:15:38 2018	1516436138	431	332	763	258
Sat Jan 20 08:15:22 2018	1516436122	368	394	763	163
Sat Jan 20 08:16:10 2018	1516436170	435	328	763	121
Sat Jan 20 08:16:32 2018	1516436192	289	474	763	252
Sat Jan 20 08:16:32 2018	1516436192	311	452	763	231
Sat Jan 20 08:16:32 2018	1516436192	290	473	763	252
Sat Jan 20 08:15:38 2018	1516436138	362	401	763	385
Sat Jan 20 08:16:25 2018	1516436185	273	490	763	277
Sat Jan 20 08:16:32 2018	1516436192	316	447	763	227
Sat Jan 20 08:15:44 2018	1516436144	350	413	763	294
Sat Jan 20 08:16:10 2018	1516436170	436	328	763	112
Sat Jan 20 08:16:25 2018	1516436185	411	352	764	144
Sat Jan 20 08:16:10 2018	1516436170	436	328	764	212
Sat Jan 20 08:16:29 2018	1516436189	309	455	764	104
Sat Jan 20 08:16:03 2018	1516436163	310	454	764	179
Sat Jan 20 08:15:08 2018	1516436108	399	365	764	303
Sat Jan 20 08:14:53 2018	1516436093	386	378	764	367
Sat Jan 20 08:16:29 2018	1516436189	309	455	764	104
Sat Jan 20 08:16:12 2018	1516436172	340	424	764	310
Sat Jan 20 08:16:32 2018	1516436192	181	583	764	237
Sat Jan 20 08:16:03 2018	1516436163	332	433	764	217
Sat Jan 20 08:14:53 2018	1516436093	384	380	764	369
Sat Jan 20 08:15:34 2018	1516436134	200	565	765	408
Sat Jan 20 08:16:12 2018	1516436172	339	425	765	320
Sat Jan 20 08:16:25 2018	1516436185	446	319	765	112
Sat Jan 20 08:16:03 2018	1516436163	433	332	765	167
Sat Jan 20 08:16:03 2018	1516436163	310	456	765	239
Sat Jan 20 08:16:12 2018	1516436172	340	426	765	364
Sat Jan 20 08:16:12 2018	1516436172	340	425	765	312
Sat Jan 20 08:16:03 2018	1516436163	431	335	765	169
Sat Jan 20 08:16:03 2018	1516436163	310	455	765	248
Sat Jan 20 08:16:12 2018	1516436172	340	425	765	320
Sat Jan 20 08:16:12 2018	1516436172	341	425	765	310
Sat Jan 20 08:16:12 2018	1516436172	340	425	766	311
Sat Jan 20 08:15:37 2018	1516436137	367	398	766	308
Sat Jan 20 08:16:29 2018	1516436189	310	456	766	204
Sat Jan 20 08:16:10 2018	1516436170	435	330	766	226
Sat Jan 20 08:16:29 2018	1516436189	310	456	766	106
Sat Jan 20 08:16:10 2018	1516436170	436	330	766	225
Sat Jan 20 08:16:25 2018	1516436185	555	211	766	197
Sat Jan 20 08:16:12 2018	1516436172	340	426	766	365
Sat Jan 20 08:16:03 2018	1516436163	310	456	766	181
Sat Jan 20 08:16:03 2018	1516436163	310	456	766	249
