starttime	seconds	ctime	dtime	ttime	wait
Sat Jan 20 08:30:18 2018	1516437018	558	311	868	282
Sat Jan 20 08:28:43 2018	1516436923	525	344	869	285
Sat Jan 20 08:28:43 2018	1516436923	525	344	869	294
Sat Jan 20 08:30:02 2018	1516437002	682	187	869	161
Sat Jan 20 08:28:38 2018	1516436918	541	329	870	317
Sat Jan 20 08:29:38 2018	1516436978	680	191	870	187
Sat Jan 20 08:29:35 2018	1516436975	648	223	871	166
Sat Jan 20 08:29:21 2018	1516436961	588	283	871	279
Sat Jan 20 08:30:28 2018	1516437028	511	360	871	357
Sat Jan 20 08:28:35 2018	1516436915	240	631	871	615
Sat Jan 20 08:30:13 2018	1516437013	385	486	871	431
Sat Jan 20 08:29:49 2018	1516436989	454	418	872	415
Sat Jan 20 08:29:15 2018	1516436955	625	247	872	228
Sat Jan 20 08:28:43 2018	1516436923	431	441	872	438
Sat Jan 20 08:28:43 2018	1516436923	528	344	872	284
Sat Jan 20 08:28:45 2018	1516436925	510	362	872	347
Sat Jan 20 08:29:43 2018	1516436983	642	231	873	201
Sat Jan 20 08:30:22 2018	1516437022	515	357	873	354
Sat Jan 20 08:28:53 2018	1516436933	542	331	873	327
Sat Jan 20 08:29:54 2018	1516436994	439	434	873	332
Sat Jan 20 08:28:43 2018	1516436923	528	347	874	335
Sat Jan 20 08:29:29 2018	1516436969	476	398	874	394
Sat Jan 20 08:28:57 2018	1516436937	384	491	875	485
Sat Jan 20 08:30:14 2018	1516437014	621	253	875	233
Sat Jan 20 08:29:46 2018	1516436986	687	189	875	165
Sat Jan 20 08:30:13 2018	1516437013	407	468	875	414
Sat Jan 20 08:30:17 2018	1516437017	560	315	875	278
Sat Jan 20 08:30:13 2018	1516437013	617	259	876	198
Sat Jan 20 08:30:00 2018	1516437000	587	289	876	261
Sat Jan 20 08:29:50 2018	1516436990	636	240	876	188
Sat Jan 20 08:30:15 2018	1516437015	680	196	876	163
Sat Jan 20 08:29:26 2018	1516436966	532	344	876	338
Sat Jan 20 08:28:45 2018	1516436925	510	366	876	360
Sat Jan 20 08:28:43 2018	1516436923	340	537	876	261
Sat Jan 20 08:28:43 2018	1516436923	340	536	877	261
Sat Jan 20 08:29:50 2018	1516436990	636	241	877	237
Sat Jan 20 08:28:42 2018	1516436922	645	232	877	194
Sat Jan 20 08:29:50 2018	1516436990	251	625	877	611
Sat Jan 20 08:29:20 2018	1516436960	450	427	877	345
Sat Jan 20 08:28:53 2018	1516436933	494	384	877	247
Sat Jan 20 08:30:17 2018	1516437017	561	317	877	277
Sat Jan 20 08:29:14 2018	1516436954	656	222	878	202
Sat Jan 20 08:28:43 2018	1516436923	340	538	878	477
Sat Jan 20 08:29:29 2018	1516436969	476	402	878	398
Sat Jan 20 08:29:10 2018	1516436950	492	386	878	362
Sat Jan 20 08:29:19 2018	1516436959	668	210	878	188
Sat Jan 20 08:29:35 2018	1516436975	649	229	878	224
